transaction_id,amount,hour,merchant_risk_score,distance_from_home_km,txns_last_24h,is_foreign,account_age_days,label
TXN100039,11.55,12,0.05386814799727811,9.534462506958242,4,0,1117.7789670828115,0
TXN100040,110.74,12,0.2614403976222495,1.1853204052761719,3,0,1930.9205120286856,0
TXN100041,8.53,20,0.17792596581890205,1.2428113075527885,1,0,599.7848591849058,0
TXN100042,13.4,18,0.22531668620774786,0.7499298097135394,1,1,1557.2635688207645,0
TXN100043,14.91,13,0.13473629582426386,2.6010951325199616,1,0,1124.4141770080264,0
TXN100044,26.14,5,0.02492681322711655,10.210312830274816,5,0,1857.5272904575834,0
TXN100045,7.2,5,0.10800182055038988,0.6270757794807558,2,0,1624.2892764974956,0
TXN100046,22.13,13,0.36433310635051874,7.468925719010754,4,0,653.0752411885525,0
TXN100047,9.97,12,0.20109646809391765,6.892785706644531,3,0,2263.4602881705828,0
TXN100048,1.81,21,0.14386826627976376,0.5471637371905631,3,0,1315.4523421011415,0
TXN100049,109.46,18,0.23891610899250296,13.128045473175522,2,0,1070.5945124516788,0
TXN100050,70.33,11,0.25039751830999146,8.364112156541973,1,0,1523.4745244965209,0
TXN100051,10.02,9,0.1607734805498672,0.3894224608812812,5,0,2139.5665480677444,0
TXN100052,11.89,15,0.38824451188373116,4.689357652529366,4,0,1940.6894010221436,0
TXN100053,4.34,6,0.157728743991299,6.682845775587202,3,0,2472.0438654581717,0
TXN100054,83.22,14,0.3134251063766398,2.3342651136778403,2,0,975.3871613678429,0
TXN100055,12.83,12,0.16091701814408704,11.60164973808805,2,0,1190.977523109243,0
TXN100056,6.99,20,0.03840907959218729,9.041900071868065,4,0,1613.136758096395,0
TXN100057,40.46,18,0.17486267098966185,2.0038015932221547,2,0,647.1280489127764,0
TXN100058,30.58,14,0.051932468013846524,9.771615396281126,0,0,1171.1055457145928,0
TXN100059,27.01,9,0.32831422843982644,17.5054009987012,0,0,1064.045470725126,0
TXN100060,11.37,12,0.2561661707729933,9.160629945605056,1,0,894.4267825182278,0
TXN100061,16.71,14,0.3085599447408311,1.3028789297134273,7,0,1528.922140933186,0
TXN100062,69.38,13,0.19033225754907582,2.2282449399093847,5,0,986.5462722015061,0
TXN100063,61.22,12,0.2472213604567146,8.617960774622821,3,0,799.8239356549451,0
TXN100064,10.34,18,0.17520290756007456,2.7422676692236614,4,0,2494.147168497658,0
TXN100065,29.83,23,0.2297735823690743,4.500765392577851,3,0,1468.06561820818,0
TXN100066,8.08,9,0.1345485975157544,1.4852180768798156,3,0,1489.1206192537013,0
TXN100067,7.1,11,0.13051956420787791,5.291636303361049,2,0,634.2592117494969,0
TXN100068,17.1,23,0.12259011723753659,3.038331640512199,8,0,1183.4816321110409,0
TXN100069,2.41,10,0.5140875565267138,3.3269409521775097,4,0,2554.6418894935514,0
TXN100070,51.23,5,0.22385798468167387,2.7430280746858893,1,0,1780.8983955351523,0
TXN100071,22.17,13,0.2616681097663278,1.5883132059926637,0,0,2138.321691109859,0
TXN100072,13.19,18,0.07203495611567987,6.634102189719152,1,0,1582.072963544967,0
TXN100073,16.46,12,0.05193034384546942,4.336560879893284,2,0,1054.9078791150969,0
TXN100074,20.56,9,0.388404197957029,3.5378323362055006,2,1,2494.95386703632,0
TXN100075,55.73,8,0.07349810798889975,20.803877549724263,4,0,2090.4649541161057,0
TXN100076,74.65,21,0.05452728692574149,7.09482905657032,2,0,1076.9052394899695,0
TXN100077,32.25,4,0.03306588383651364,1.1163051780106268,3,0,1447.7158542941115,0
TXN100078,128.23,14,0.17948526754259514,0.9638609234695765,3,0,1130.000410018496,0
TXN100079,4.59,17,0.32567855914905114,6.493051449618155,2,1,2044.8138023575898,0
TXN100080,14.29,8,0.20873419253612618,2.0984289375717755,4,0,846.9190169760211,0
TXN100081,11.12,18,0.10719335905575846,2.3167132943772497,3,0,1352.1490452098008,0
TXN100082,49.72,14,0.2288645552510216,7.080501674088114,6,0,978.5900857224254,0
TXN100083,5.64,5,0.13922998280855192,6.091225936396736,3,0,1422.6956056281135,0
TXN100084,1.79,18,0.4422722405158335,2.618238288844517,4,0,1860.8890875132086,0
TXN100085,11.93,4,0.1690810714198334,2.4030749374419855,2,0,2003.4405126578667,0
TXN100086,245.84,13,0.07767217512510896,3.5256035462578303,5,0,1343.3323012259048,0
TXN100087,5.52,10,0.5436834731944008,7.552007477990555,2,0,891.2027829162236,0
TXN100088,72.6,21,0.19432002680920593,2.15980171098795,2,0,1387.749456402957,0
TXN100089,27.07,7,0.13555706671043574,5.33063683765848,5,0,1331.3237104179054,0
TXN100090,20.92,19,0.09848621790955615,0.2904014842258589,3,0,853.1442072801747,0
TXN100091,18.42,19,0.3595315745906031,8.412542795913014,2,0,1389.923490881837,0
TXN100092,100.71,15,0.049364318718777736,0.5700599120718401,3,0,2044.3159460133206,0
TXN100093,11.26,17,0.23325746643268883,0.1683765063733868,5,0,2029.9202764027916,0
TXN100094,11.6,14,0.3830767629476264,8.557622256224084,1,0,1119.2287942214878,0
TXN100095,6.18,9,0.3179606476188335,7.926056089122101,1,1,1939.3724859116962,0
TXN100096,12.24,13,0.08636391272690085,0.07757296346146805,2,0,1348.6004373281298,0
TXN100097,15.35,6,0.06337624624776042,2.9123081997448685,3,1,542.3317971674238,0
TXN100098,1.82,4,0.0447866588500829,6.1376327451416675,1,0,2233.6398219762405,0
TXN100099,9.56,4,0.48161581121494795,1.5887498718299482,1,0,1291.8852667159238,0
TXN100100,13.16,23,0.2618359926006019,0.5642637433061066,4,0,2092.8499879960696,0
TXN100101,86.36,13,0.10603736414923295,1.3416059180743354,2,1,1189.347723965434,0
TXN100102,7.37,14,0.3092309077007078,2.057832137025359,4,0,1389.1060179543797,0
TXN100103,19.16,19,0.319385737820452,9.393483254954534,4,0,1499.461992373641,0
TXN100104,5.43,17,0.21454349513166823,7.804977211842,4,0,641.4781564128386,0
TXN100105,19.48,17,0.29024941491152845,5.73373544877811,2,0,2008.768200075927,0
TXN100106,9.98,7,0.06467777478622393,4.926895942839654,3,0,1270.16521856149,0
TXN100107,24.58,16,0.41719519200360006,10.8676160546433,3,0,777.927551625362,0
TXN100108,9.6,14,0.1669999387181644,3.668926166670157,4,0,855.2639910155809,0
TXN100109,16.2,11,0.41972629008466944,3.522709382448471,2,0,1732.6263247484796,0
TXN100110,11.07,13,0.1762067487248944,4.152017356246906,2,0,2080.9030917411146,0
TXN100111,71.34,7,0.2206514229841371,5.123485989357493,4,0,1348.2179935482102,0
TXN100112,15.33,19,0.14897490601465255,2.7342337184168204,4,0,1602.2904099636726,0
TXN100113,46.89,13,0.2531490412366006,11.487509579742701,3,0,1270.7597881266906,0
TXN100114,38.23,5,0.12001620755049826,3.5113905114087567,2,0,1045.6605925587269,0
TXN100115,76.45,5,0.19124164763808202,2.4264924985317977,6,0,1446.9242049259694,0
TXN100116,33.22,22,0.058438976875751655,4.08259968138155,2,0,960.4839240357998,0
TXN100117,32.85,15,0.0804773760257576,0.2524289638166676,3,0,1471.7340078374539,0
TXN100118,7.35,10,0.2484664562886311,10.200790109967981,2,0,2004.0240207388813,0
TXN100119,19.26,8,0.39838242529643686,6.378992543589312,2,0,913.0168566545365,0
TXN100120,16.76,13,0.23251841874564838,16.682067081347924,3,0,2883.6036690078677,0
TXN100121,13.59,14,0.36953391976652217,5.491384550775432,4,0,791.8600352748316,0
TXN100122,21.14,17,0.22030454032205932,1.756522971412523,1,0,2584.7359896964344,0
TXN100123,27.25,16,0.17391587737648437,2.4112349101141133,2,0,1688.626204697582,0
TXN100124,39.35,13,0.25739386179053664,3.1936331814435026,5,0,2523.126278775008,0
TXN100125,4.65,21,0.11888855859595168,3.855093103058226,5,0,1020.5466089343066,0
TXN100126,7.35,13,0.5157444684787205,8.465913158574876,3,0,1407.0603395251014,0
TXN100127,14.95,22,0.04223441538600436,15.534329106895939,0,0,1927.4289333593335,0
TXN100128,31.2,16,0.1398647933394946,7.830343299709829,2,0,1486.5127564188856,0
TXN100129,122.17,14,0.14384285130863217,31.645687263699145,2,0,959.8292594176885,0
TXN100130,54.29,13,0.10981168833882815,8.704619249749154,3,0,801.5946975028714,0
TXN100131,35.46,16,0.0673095509715904,2.441183756235817,0,0,1634.0907398709217,0
TXN100132,9.26,12,0.22001563501325958,0.0820803442202303,2,0,982.4956518030704,0
TXN100133,15.06,11,0.2435394222213651,3.8637214194060303,4,0,1614.9021765199911,0
TXN100134,4.0,14,0.2556073169027012,2.6779020569385588,3,0,1131.731408915167,0
TXN100135,12.36,8,0.09879237081116049,2.5096787002194514,2,0,2250.1499138815952,0
TXN100136,14.13,8,0.050429608836533656,2.524583282082588,4,0,981.2416115075047,0
TXN100137,18.26,15,0.08436285116960705,9.017069163711941,4,0,1288.6715370987936,0
TXN100138,17.85,7,0.19937921483057694,2.3543573217287697,1,0,894.341028146218,0
TXN100139,28.7,12,0.491381858866103,11.003486580609446,3,0,939.466943045878,0
TXN100140,41.5,16,0.042960908585813695,2.5063741158743054,3,0,928.9281188081621,0
TXN100141,10.97,23,0.17647884078771947,1.0071684749880163,2,0,1250.030243159973,0
TXN100142,3.78,15,0.1542427870121965,2.4933803697389734,0,0,1554.5054048477753,0
TXN100143,7.45,14,0.20287383953894395,0.8113317696049278,5,0,1893.39545079211,0
TXN100144,116.29,6,0.48129088821481214,1.4368864092307578,0,0,1226.5511807306025,0
TXN100145,7.11,8,0.12782136040466127,1.9516213959512312,5,0,770.7568720387353,0
TXN100146,13.03,23,0.20738676930357547,1.2035682746219618,2,0,1229.3997603821242,0
TXN100147,16.71,8,0.15999686294764753,3.8417576231127986,4,0,1114.1236509594764,0
TXN100148,19.94,11,0.11159153950288826,7.587162780973521,1,0,1389.5933289186862,0
TXN100149,31.49,15,0.15046243028673395,1.8970244092534607,1,0,1165.0452049609291,0
TXN100150,52.68,18,0.32334443613790387,16.461687436034293,6,0,863.4440396546427,0
TXN100151,23.39,4,0.40539748675381465,5.394005761931907,4,0,1648.9689232246506,0
TXN100152,6.07,9,0.18162341286051945,6.945346727712083,3,0,1605.2071111402902,0
TXN100153,43.82,21,0.10340671176793717,8.343507229424263,1,0,1484.6128818672828,0
TXN100154,7.4,20,0.062163982724010754,3.8205685204635715,2,0,2227.875372555884,0
TXN100155,7.43,12,0.06514364953124015,4.656184303615987,5,0,932.2620030301969,0
TXN100156,10.34,7,0.2738300881024929,0.5002962833661758,1,0,1273.1498007506045,0
TXN100157,56.49,21,0.3936370019950532,17.564804794039848,2,0,1511.814606476711,0
TXN100158,6.85,13,0.5150340175820709,4.667337265686237,2,0,1817.8591015504544,0
TXN100159,25.78,11,0.07869210167064793,4.425517871524108,5,0,984.5719296316635,0
TXN100160,8.35,18,0.36117460407982355,4.893901825612336,7,0,1093.1102211050097,0
TXN100161,36.31,9,0.23797266584206933,2.862934944888995,6,0,1442.9038813259767,0
TXN100162,5.19,10,0.13382038536689828,6.1999754476523,2,0,622.5025285218491,0
TXN100163,19.76,15,0.2802160864211168,6.615856922930098,2,0,1034.5382256882237,0
TXN100164,4.82,23,0.038337348729628434,0.4397554478581077,4,0,408.4987033974019,0
TXN100165,18.71,17,0.23940065626499324,0.02150258271059534,0,0,1239.8577840810135,0
TXN100166,19.46,14,0.02153857370405402,13.917181819003716,2,0,1062.3216923085931,0
TXN100167,24.39,16,0.2704531192770532,2.9618846116663864,2,0,1602.2893403501841,0
TXN100168,10.38,14,0.03606883839449652,1.3060575768929197,4,0,1852.191885772462,0
TXN100169,11.5,13,0.14963999301642425,3.54685662455017,5,0,859.0183308728552,0
TXN100170,39.8,9,0.32669439485591645,4.562479221444723,5,0,1129.291675755558,0
TXN100171,66.48,16,0.14347070086698485,2.9624614245609013,3,0,3458.5583230939205,0
TXN100172,44.48,7,0.15839886233024011,2.4644584589485268,3,0,2246.3226068439412,0
TXN100173,43.23,8,0.2962174804900731,0.31461637134764175,3,0,2059.1815602624215,0
TXN100174,13.9,11,0.12121710096572798,4.636222913801395,4,0,1933.907720556993,0
TXN100175,11.14,17,0.07160995936836267,2.08413504849652,3,0,1503.5231358175008,0
TXN100176,32.78,8,0.06438242339976206,5.618726919288579,2,0,1433.6148996090901,0
TXN100177,18.88,10,0.07817125515957299,2.596389655353671,2,0,920.0142962848992,0
TXN100178,26.3,14,0.31451566205261555,2.674649879675367,2,0,2092.735742411526,0
TXN100179,6.63,10,0.15734045672960237,3.6134749707678218,1,0,1662.317529232349,0
TXN100180,14.94,14,0.20297171573891232,0.2135326086515181,4,0,2786.1124530456314,0
TXN100181,41.09,6,0.2804601962654104,3.213646843434812,1,0,1654.2455129119337,0
TXN100182,4.56,6,0.19966727800199302,10.85688949249802,7,0,2223.0432086709743,0
TXN100183,4.23,13,0.3026320274315652,29.864523983493054,2,0,2594.4984497218743,0
TXN100184,31.92,12,0.3335445006966846,1.6441930881735898,2,0,1260.7437747642234,0
TXN100185,17.01,13,0.17363103586724354,4.285161054563521,5,0,1537.8868467157881,0
TXN100186,523.47,5,0.3550575345307988,157.63310850063564,15,1,209.6858970964071,1
TXN100187,25.93,12,0.22583437093307274,5.553271845263179,2,1,1190.7221808432678,0
TXN100188,54.41,18,0.42806682484127473,14.794775866715348,1,0,1544.9276826537216,0
TXN100189,43.71,14,0.36375557961268584,4.678542372928057,2,0,1135.4797972459323,0
TXN100190,24.89,14,0.29292197957181415,3.936367916165115,3,0,2031.3691385114132,0
TXN100191,43.81,13,0.27168178722092734,0.1322657270330569,1,0,573.8659348395753,0
TXN100192,9.22,14,0.22870080955561448,5.126611464968477,1,0,3987.7899496223604,0
TXN100193,3.09,9,0.22600385943340515,6.404183932382702,6,0,2497.9182784707214,0
TXN100194,28.29,17,0.1759967876430053,9.804609937136256,2,0,1324.3209656890235,0
TXN100195,2.17,18,0.19906972854719826,2.247024343543881,2,0,724.7033411548891,0
TXN100196,48.41,13,0.07160703123671296,8.642320955548223,3,0,2416.637036371597,0
TXN100197,7.83,14,0.04662183440742547,0.4047721526943898,1,0,1956.9704658249875,0
TXN100198,75.76,20,0.22466980916767587,7.641635641496008,3,0,1552.1199481568963,0
TXN100199,15.91,15,0.025420980108179933,5.5559415897427105,1,0,1749.0339192050287,0
TXN100200,61.35,14,0.44563422347897746,1.759654635333456,5,0,813.0338470223653,0
TXN100201,40.69,2,0.03816224203002297,5.146731789671215,2,0,2153.5629594156503,0
TXN100202,23.51,22,0.1699890174453249,14.564634710440327,3,0,1567.0550070655227,0
TXN100203,8.98,20,0.0565039698811262,28.740098471146133,2,1,2149.741959820472,0
TXN100204,29.1,17,0.2998803951788677,9.154426267439112,3,0,2661.5140029642284,0
TXN100205,25.44,18,0.20613310965175957,4.459412294009417,3,0,1545.181844579862,0
TXN100206,9.73,17,0.14036655892374167,5.87227395407571,0,0,1058.0848390916174,0
TXN100207,41.3,9,0.2897720748496403,6.032035772665648,3,0,415.0952882218362,0
TXN100208,4.44,14,0.06969095337242066,1.0303204833873512,0,0,2093.900635227337,0
TXN100209,6.47,16,0.16325035215558809,9.927782237028937,1,0,463.91761616497126,0
TXN100210,20.66,7,0.2515659355209044,6.710093012585473,2,0,595.4475837947034,0
TXN100211,3.68,10,0.2453248080071045,5.9755519884563615,3,0,1089.0120159924504,0
TXN100212,14.91,17,0.26944348467809554,0.35658574179066455,2,0,1681.3647688331068,0
TXN100213,47.24,20,0.32942808081903874,5.585139739749336,8,0,2072.946075438818,0
TXN100214,23.55,17,0.26526972971520263,4.565201217639726,2,0,1185.6483145409004,0
TXN100215,23.21,15,0.24303788244344354,8.320663149963972,2,0,1617.3732163010009,0
TXN100216,29.35,15,0.10262406484879995,3.0342481942265116,2,0,700.9386926197251,0
TXN100217,18.52,17,0.08478597959889535,11.12895527496219,2,0,2021.0563031248298,0
TXN100218,9.71,12,0.06169690195017286,4.427906206013265,5,0,1515.2972260429315,0
TXN100219,32.92,10,0.10523912675034347,2.9967914196123804,2,0,2702.7862469857187,0
TXN100220,93.22,11,0.028100535543983653,2.6909842427755013,5,0,734.6845576337529,0
TXN100221,19.03,14,0.1032361793666836,1.8629384985796897,3,0,1355.9254535016291,0
TXN100222,38.05,13,0.6163060763263505,0.070969598169495,4,0,1701.078149160065,0
TXN100223,9.47,8,0.24792114709504376,11.387467692574013,6,0,1653.165785099822,0
TXN100224,11.13,12,0.11425667834883005,1.7196467281076808,1,0,4241.16707242075,0
TXN100225,69.22,6,0.12798349519296057,0.9557771147390236,3,0,859.5753211930625,0
TXN100226,14.55,15,0.23060623106750475,6.348165977745202,3,0,817.940322706711,0
TXN100227,5.5,21,0.21853069608034403,11.302001500631771,1,0,1052.065296049373,0
TXN100228,2.67,13,0.5125427740625214,1.8561737761181911,3,0,1356.3333590050847,0
TXN100229,15.82,14,0.22737734972003537,4.041096962041376,5,0,1177.7680240265381,0
TXN100230,177.43,11,0.06937806350289584,19.811314899690966,4,0,1768.930663251534,0
TXN100231,22.29,22,0.1508296228707178,1.7815302638122206,1,0,2103.9185492581455,0
TXN100232,19.84,16,0.38879634342174973,2.2904453013793686,3,1,664.4032341208393,0
TXN100233,22.93,10,0.3081976568140476,1.140105233035134,2,0,2034.2764682085617,0
TXN100234,8.38,8,0.2026084366890897,2.5051394632140163,3,0,733.6408948197565,0
TXN100235,75.22,17,0.24917554231798536,0.8373522465059252,6,0,2256.131715553001,0
TXN100236,19.39,6,0.19691717903925615,1.1877063683813591,4,0,884.8978473566877,0
TXN100237,15.77,11,0.17310335434844248,3.042037850387056,7,0,1550.2251408063073,0
TXN100238,17.8,13,0.05109151649800036,0.09431226474444204,4,0,510.05859251390314,0
TXN100239,28.66,8,0.31448035139297353,0.956705855615507,8,0,1730.4053068944345,0
TXN100240,12.24,8,0.1149971978844423,4.392844159911023,0,0,1683.771776317714,0
TXN100241,3.56,11,0.08966857197118708,1.0052152278232749,4,0,1573.4088294320638,0
TXN100242,19.22,11,0.3300635104721831,0.24945379039355936,3,0,1120.4109784945183,0
TXN100243,12.19,21,0.04179919104781967,2.843840430921013,1,0,1856.8774979631187,0
TXN100244,31.82,13,0.4075321471554969,2.583551275250181,0,0,2569.742289146311,0
TXN100245,16.17,13,0.11677585619615632,5.053604265874389,1,0,1940.0518213093626,0
TXN100246,7.19,17,0.1690876070256936,4.967856621667574,1,0,1202.4013155009575,0
TXN100247,18.2,22,0.10119866291694463,16.236850010623325,1,0,1981.6369795581152,0
TXN100248,26.91,16,0.12173576599121869,12.76502538979819,2,0,1551.5571923585494,0
TXN100249,8.91,8,0.17939438631176435,3.927830442544005,3,0,1151.6271834770203,0
TXN100250,21.12,17,0.19373349124641348,1.7688403995887116,3,0,1377.984200085411,0
TXN100251,13.8,22,0.3477607710642752,0.25062787221941674,3,0,1228.2089869640215,0
TXN100252,24.07,6,0.12058999521645951,11.289617732324889,4,0,1363.2284675702206,0
TXN100253,13.84,19,0.13231697245660745,1.692734276777107,5,0,1726.6170870415076,0
TXN100254,44.84,13,0.1442445926566668,9.47970115860423,2,0,1589.3627164704576,0
TXN100255,52.47,18,0.18794018718703553,11.07285647507588,2,0,1364.2150597668149,0
TXN100256,38.84,16,0.19977494548727384,1.5060166259051955,3,0,1218.2846615051922,0
TXN100257,94.19,3,0.20393774896421055,2.6723616018307745,5,0,1440.366502250802,0
TXN100258,3.8,17,0.010126303157796829,1.1567893941479999,4,0,1479.7955012438397,0
TXN100259,20.02,8,0.1180435317586248,6.155372102834803,1,0,1186.5603986776325,0
TXN100260,18.59,12,0.1850100762498839,7.778374351926368,7,0,2351.005301492389,0
TXN100261,8.94,18,0.3612518288684212,1.2151509414333626,3,0,1885.9209261965011,0
TXN100262,36.82,16,0.2721754738446321,21.187248330898882,0,0,1750.2680456018784,0
TXN100263,10.63,19,0.09992606414469132,12.513998419000556,3,0,1198.6081027408522,0
TXN100264,49.54,6,0.10323987105430545,8.552155199531995,3,0,572.6270202292947,0
TXN100265,26.84,5,0.06785759812398945,1.232954615168125,3,0,1649.6143898981381,0
TXN100266,23.52,7,0.1098094002763011,0.5369596617596619,2,0,1225.7059561426533,0
TXN100267,16.12,9,0.25502552934384637,3.1439476300554228,0,0,1822.4675441927297,0
TXN100268,6.32,23,0.033042053004688786,5.0947346756219964,3,0,2220.503090617857,0
TXN100269,26.3,15,0.2453977766209714,0.3011521660737288,4,0,1284.838834920907,0
TXN100270,15.37,10,0.2506786314899478,5.09981633530885,4,1,1036.4274348659326,0
TXN100271,38.04,4,0.24636945094838494,5.12335203114926,5,0,750.3708083298611,0
TXN100272,27.56,23,0.18345890959844793,0.723998668435075,4,0,1737.219534965647,0
TXN100273,21.63,10,0.2822147517590765,1.680849482620768,3,0,1351.9901873856645,0
TXN100274,1.1,18,0.17501074183101203,9.881603653195711,3,0,3368.170214076077,0
TXN100275,16.98,13,0.17147012363265413,10.022189795597956,3,0,597.7295425219774,0
TXN100276,44.1,6,0.12105545511067908,2.3523312509511487,3,0,1726.2971778538702,0
TXN100277,4.93,10,0.32953611528807275,0.4697853654305193,3,0,733.5224808466204,0
TXN100278,40.32,23,0.1599414142185155,1.4054940541553576,1,0,1931.0728855867353,0
TXN100279,5.36,13,0.38161567101370764,7.215405709390853,4,0,2621.5208852254664,0
TXN100280,13.44,12,0.3747557502992911,1.7367725761987076,2,0,1022.8452734337496,0
TXN100281,6.18,13,0.17897935430199824,8.309995397384906,3,0,3181.5564210140938,0
TXN100282,25.03,15,0.1760610943473125,1.1027613899135729,1,0,1179.314691227789,0
TXN100283,67.49,12,0.22949510839055634,0.4685072953398522,7,0,4189.189656754077,0
TXN100284,9.49,8,0.4479463390005363,4.351761047818854,1,0,833.8422008512965,0
TXN100285,13.74,9,0.13517076346302806,2.780221415759315,2,0,979.3405404627933,0
TXN100286,19.24,15,0.13029250078037702,3.729507355735553,5,0,1260.7156210525604,0
TXN100287,3.35,10,0.08615893100215737,2.5443966593404928,5,0,1900.6831261881823,0
TXN100288,58.58,16,0.12754523334179063,3.453802528439409,2,0,2028.6279761336718,0
TXN100289,63.75,19,0.3889877596924126,2.0882664151193024,3,0,2566.3364049093607,0
TXN100290,4.93,14,0.2911219594073793,4.933696905829374,7,0,1067.9657363043098,0
TXN100291,9.89,18,0.3752435421969498,3.0288507334030235,1,1,1534.0142272835947,0
TXN100292,47.15,12,0.4056091971460982,0.9177871393210792,4,0,1357.1526803996292,0
TXN100293,23.5,19,0.15473667875197505,10.5075418883368,5,0,2412.1746438660716,0
TXN100294,27.98,22,0.0831885417629448,1.425520944855817,2,0,757.3497123005353,0
TXN100295,75.31,10,0.2768163506537213,4.899639862692697,7,0,1079.368089708252,0
TXN100296,21.11,9,0.5556497746016467,6.9917572961681245,1,0,1401.0612727021755,0
TXN100297,5.36,11,0.28418434294566164,3.144969942550368,1,0,775.1105201680239,0
TXN100298,22.61,17,0.15259802452400628,2.643272602181039,4,0,1322.1198788750853,0
TXN100299,20.8,16,0.371927078106149,4.892815713331667,3,0,1069.0196713968553,0
TXN100300,5.55,16,0.3479780460675636,10.830768939390744,5,0,1524.3520453589217,0
TXN100301,4.4,12,0.14222682745647194,4.502687358477749,2,0,1659.2456023951895,0
TXN100302,20.58,23,0.0694842445145077,1.0995513189508301,2,0,732.4748943948374,0
TXN100303,13.64,19,0.047058159315870776,0.7850306177748716,1,0,743.9328632610063,0
TXN100304,75.48,12,0.18542191309808712,5.122376333639447,4,0,1511.4904694346922,0
TXN100305,25.56,15,0.18731227206153414,3.359977127333618,3,0,1321.1995755884868,0
TXN100306,78.01,23,0.2783665762312045,3.713415250265525,2,0,635.8132583215479,0
TXN100307,53.88,17,0.129415494181084,2.0747452791381655,3,0,1063.0189581998507,0
TXN100308,25.7,21,0.1466336023804613,3.689239619502338,3,0,1945.9200402333533,0
TXN100309,47.45,18,0.2840079046285197,6.362929107798045,2,0,953.2932327785427,0
TXN100310,21.08,15,0.16239246289358986,3.999468967816591,2,0,950.1349284797919,0
TXN100311,2.52,19,0.5464818748538386,6.693762919549439,2,0,1242.1415806958705,0
TXN100312,118.66,12,0.20518159964912816,11.259569218374379,2,0,1342.2488230530805,0
TXN100313,22.32,14,0.1829374514803748,7.520234382931985,4,0,1393.2790819304364,0
TXN100314,16.09,5,0.13815062667924755,8.497000210332343,1,0,1243.4535687776695,0
TXN100315,23.24,18,0.11984559624508023,0.33474358478820165,0,0,2054.3695836302336,0
